FinancialID,ProjectID,Month,Date,Year,Quarter,CostCategory,PlannedRevenue,ActualRevenue,PlannedCost,ActualCost,GrossProfit,GrossMarginPct
FIN0002336,PRJ017,2026-07,2026-07-08,2026,Q3 2026,Overhead,11214.16,11297.25,9345.13,9163.94,2133.31,18.88
FIN0002337,PRJ017,2026-08,2026-08-07,2026,Q3 2026,Labor,107788.24,112803.39,89823.53,90568.76,22234.63,19.71
FIN0002338,PRJ017,2026-08,2026-08-07,2026,Q3 2026,Materials,123186.56,117252.82,102655.47,97531.45,19721.37,16.82
FIN0002339,PRJ017,2026-08,2026-08-07,2026,Q3 2026,Equipment,57743.7,51928.26,48119.75,45190.78,6737.48,12.97
FIN0002340,PRJ017,2026-08,2026-08-07,2026,Q3 2026,Subcontractor,38495.8,40570.18,32079.83,32679.58,7890.6,19.45
FIN0002341,PRJ017,2026-08,2026-08-07,2026,Q3 2026,Design & Engineering,19247.9,20351.01,16039.92,18021.61,2329.4,11.45
FIN0002342,PRJ017,2026-08,2026-08-07,2026,Q3 2026,Permits & Legal,11548.74,13191.01,9623.95,10760.65,2430.36,18.42
FIN0002343,PRJ017,2026-08,2026-08-07,2026,Q3 2026,Transportation,15398.32,14195.12,12831.93,12057.1,2138.02,15.06
FIN0002344,PRJ017,2026-08,2026-08-07,2026,Q3 2026,Overhead,11548.74,12570.33,9623.95,10670.62,1899.71,15.11
FIN0002345,PRJ017,2026-09,2026-09-06,2026,Q3 2026,Labor,86879.16,94683.44,72399.3,77246.31,17437.13,18.42
FIN0002346,PRJ017,2026-09,2026-09-06,2026,Q3 2026,Materials,99290.47,90041.3,82742.06,78567.27,11474.03,12.74
FIN0002347,PRJ017,2026-09,2026-09-06,2026,Q3 2026,Equipment,46542.41,46432.33,38785.34,38773.05,7659.28,16.5
FIN0002348,PRJ017,2026-09,2026-09-06,2026,Q3 2026,Subcontractor,31028.27,29719.05,25856.89,24050.87,5668.18,19.07
FIN0002349,PRJ017,2026-09,2026-09-06,2026,Q3 2026,Design & Engineering,15514.14,16418.86,12928.45,14123.17,2295.69,13.98
FIN0002350,PRJ017,2026-09,2026-09-06,2026,Q3 2026,Permits & Legal,9308.48,9522.42,7757.07,8036.59,1485.83,15.6
FIN0002351,PRJ017,2026-09,2026-09-06,2026,Q3 2026,Transportation,12411.31,10741.56,10342.76,9587.75,1153.81,10.74
FIN0002352,PRJ017,2026-09,2026-09-06,2026,Q3 2026,Overhead,9308.48,9485.88,7757.07,7565.44,1920.44,20.25
FIN0002353,PRJ018,2024-08,2024-08-14,2024,Q3 2024,Labor,254910.37,291001.06,216025.74,237556.52,53444.54,18.37
FIN0002354,PRJ018,2024-08,2024-08-14,2024,Q3 2024,Materials,291326.14,302766.85,246886.56,259026.56,43740.29,14.45
FIN0002355,PRJ018,2024-08,2024-08-14,2024,Q3 2024,Equipment,136559.12,145302.44,115728.07,128102.72,17199.72,11.84
FIN0002356,PRJ018,2024-08,2024-08-14,2024,Q3 2024,Subcontractor,91039.42,86599.03,77152.05,76043.41,10555.62,12.19
FIN0002357,PRJ018,2024-08,2024-08-14,2024,Q3 2024,Design & Engineering,45519.7,50168.43,38576.02,45223.61,4944.82,9.86
FIN0002358,PRJ018,2024-08,2024-08-14,2024,Q3 2024,Permits & Legal,27311.82,30603.57,23145.61,25905.61,4697.96,15.35
FIN0002359,PRJ018,2024-08,2024-08-14,2024,Q3 2024,Transportation,36415.77,40746.17,30860.82,33355.62,7390.55,18.14
FIN0002360,PRJ018,2024-08,2024-08-14,2024,Q3 2024,Overhead,27311.82,29545.28,23145.61,25324.98,4220.3,14.28
FIN0002361,PRJ019,2024-07,2024-07-07,2024,Q3 2024,Labor,177700.12,190348.15,148083.43,158552.52,31795.63,16.7
FIN0002362,PRJ019,2024-07,2024-07-07,2024,Q3 2024,Materials,203085.85,220825.2,169238.21,193231.95,27593.25,12.5
FIN0002363,PRJ019,2024-07,2024-07-07,2024,Q3 2024,Equipment,95196.49,89972.0,79330.41,77245.41,12726.59,14.15
FIN0002364,PRJ019,2024-07,2024-07-07,2024,Q3 2024,Subcontractor,63464.33,69201.74,52886.94,60758.2,8443.54,12.2
FIN0002365,PRJ019,2024-07,2024-07-07,2024,Q3 2024,Design & Engineering,31732.16,30506.79,26443.47,26340.42,4166.37,13.66
FIN0002366,PRJ019,2024-07,2024-07-07,2024,Q3 2024,Permits & Legal,19039.3,20802.25,15866.08,16672.55,4129.7,19.85
FIN0002367,PRJ019,2024-07,2024-07-07,2024,Q3 2024,Transportation,25385.74,25466.59,21154.78,21942.99,3523.6,13.84
FIN0002368,PRJ019,2024-07,2024-07-07,2024,Q3 2024,Overhead,19039.3,21325.58,15866.08,17045.68,4279.9,20.07
FIN0002369,PRJ019,2024-08,2024-08-06,2024,Q3 2024,Labor,232171.7,249349.88,193476.42,217648.38,31701.5,12.71
FIN0002370,PRJ019,2024-08,2024-08-06,2024,Q3 2024,Materials,265339.09,265910.6,221115.91,217004.69,48905.91,18.39
FIN0002371,PRJ019,2024-08,2024-08-06,2024,Q3 2024,Equipment,124377.7,138705.24,103648.08,111666.17,27039.07,19.49
FIN0002372,PRJ019,2024-08,2024-08-06,2024,Q3 2024,Subcontractor,82918.46,95597.04,69098.72,78622.75,16974.29,17.76
FIN0002373,PRJ019,2024-08,2024-08-06,2024,Q3 2024,Design & Engineering,41459.23,43083.24,34549.36,35431.4,7651.84,17.76
FIN0002374,PRJ019,2024-08,2024-08-06,2024,Q3 2024,Permits & Legal,24875.54,26038.74,20729.62,22973.67,3065.07,11.77
FIN0002375,PRJ019,2024-08,2024-08-06,2024,Q3 2024,Transportation,33167.39,37048.24,27639.49,29992.16,7056.08,19.05
FIN0002376,PRJ019,2024-08,2024-08-06,2024,Q3 2024,Overhead,24875.54,23830.4,20729.62,19982.83,3847.57,16.15
FIN0002377,PRJ019,2024-09,2024-09-05,2024,Q3 2024,Labor,212712.46,220388.28,177260.38,188746.15,31642.13,14.36
FIN0002378,PRJ019,2024-09,2024-09-05,2024,Q3 2024,Materials,243099.95,265593.15,202583.29,234139.24,31453.91,11.84
FIN0002379,PRJ019,2024-09,2024-09-05,2024,Q3 2024,Equipment,113953.1,108665.53,94960.92,94413.29,14252.24,13.12
FIN0002380,PRJ019,2024-09,2024-09-05,2024,Q3 2024,Subcontractor,75968.74,78970.4,63307.28,63400.1,15570.3,19.72
FIN0002381,PRJ019,2024-09,2024-09-05,2024,Q3 2024,Design & Engineering,37984.37,42746.86,31653.64,34573.7,8173.16,19.12
FIN0002382,PRJ019,2024-09,2024-09-05,2024,Q3 2024,Permits & Legal,22790.62,24353.49,18992.18,20388.13,3965.36,16.28
FIN0002383,PRJ019,2024-09,2024-09-05,2024,Q3 2024,Transportation,30387.49,33493.44,25322.91,27321.89,6171.55,18.43
FIN0002384,PRJ019,2024-09,2024-09-05,2024,Q3 2024,Overhead,22790.62,22170.89,18992.18,18718.0,3452.89,15.57
FIN0002385,PRJ019,2024-10,2024-10-05,2024,Q4 2024,Labor,171734.18,203124.24,143111.82,162593.39,40530.85,19.95
FIN0002386,PRJ019,2024-10,2024-10-05,2024,Q4 2024,Materials,196267.63,202430.58,163556.36,173966.18,28464.4,14.06
FIN0002387,PRJ019,2024-10,2024-10-05,2024,Q4 2024,Equipment,92000.45,98295.88,76667.04,79631.43,18664.45,18.99
FIN0002388,PRJ019,2024-10,2024-10-05,2024,Q4 2024,Subcontractor,61333.63,70827.51,51111.36,58842.92,11984.59,16.92
FIN0002389,PRJ019,2024-10,2024-10-05,2024,Q4 2024,Design & Engineering,30666.82,33556.76,25555.68,28732.9,4823.86,14.38
FIN0002390,PRJ019,2024-10,2024-10-05,2024,Q4 2024,Permits & Legal,18400.09,19180.25,15333.41,17063.88,2116.37,11.03
FIN0002391,PRJ019,2024-10,2024-10-05,2024,Q4 2024,Transportation,24533.46,26716.56,20444.55,23208.98,3507.58,13.13
FIN0002392,PRJ019,2024-10,2024-10-05,2024,Q4 2024,Overhead,18400.09,20000.17,15333.41,17545.08,2455.09,12.28
FIN0002393,PRJ019,2024-11,2024-11-04,2024,Q4 2024,Labor,192481.27,180381.33,160401.06,158475.21,21906.12,12.14
FIN0002394,PRJ019,2024-11,2024-11-04,2024,Q4 2024,Materials,219978.6,218137.9,183315.5,179284.37,38853.53,17.81
FIN0002395,PRJ019,2024-11,2024-11-04,2024,Q4 2024,Equipment,103114.97,109681.51,85929.14,96987.5,12694.01,11.57
FIN0002396,PRJ019,2024-11,2024-11-04,2024,Q4 2024,Subcontractor,68743.31,79132.76,57286.09,64544.07,14588.69,18.44
FIN0002397,PRJ019,2024-11,2024-11-04,2024,Q4 2024,Design & Engineering,34371.66,31546.99,28643.05,27792.39,3754.6,11.9
FIN0002398,PRJ019,2024-11,2024-11-04,2024,Q4 2024,Permits & Legal,20623.0,23159.12,17185.83,19430.63,3728.49,16.1
FIN0002399,PRJ019,2024-11,2024-11-04,2024,Q4 2024,Transportation,27497.33,25365.34,22914.44,22315.89,3049.45,12.02
FIN0002400,PRJ019,2024-11,2024-11-04,2024,Q4 2024,Overhead,20623.0,19703.76,17185.83,17448.16,2255.6,11.45
FIN0002401,PRJ019,2024-12,2024-12-04,2024,Q4 2024,Labor,253408.67,291424.22,211173.89,237020.46,54403.76,18.67
FIN0002402,PRJ019,2024-12,2024-12-04,2024,Q4 2024,Materials,289609.91,320979.45,241341.59,279414.78,41564.67,12.95
FIN0002403,PRJ019,2024-12,2024-12-04,2024,Q4 2024,Equipment,135754.64,149557.05,113128.87,130518.4,19038.65,12.73
FIN0002404,PRJ019,2024-12,2024-12-04,2024,Q4 2024,Subcontractor,90503.1,88529.85,75419.25,78157.62,10372.23,11.72
FIN0002405,PRJ019,2024-12,2024-12-04,2024,Q4 2024,Design & Engineering,45251.54,53905.74,37709.62,43060.58,10845.16,20.12
FIN0002406,PRJ019,2024-12,2024-12-04,2024,Q4 2024,Permits & Legal,27150.92,30776.25,22625.77,26333.81,4442.44,14.43
FIN0002407,PRJ019,2024-12,2024-12-04,2024,Q4 2024,Transportation,36201.24,35741.24,30167.7,30032.41,5708.83,15.97
FIN0002408,PRJ019,2024-12,2024-12-04,2024,Q4 2024,Overhead,27150.92,29157.24,22625.77,25269.41,3887.83,13.33
FIN0002409,PRJ019,2025-01,2025-01-03,2025,Q1 2025,Labor,239959.27,235917.73,199966.06,196444.44,39473.29,16.73
FIN0002410,PRJ019,2025-01,2025-01-03,2025,Q1 2025,Materials,274239.17,253489.26,228532.64,220352.68,33136.58,13.07
FIN0002411,PRJ019,2025-01,2025-01-03,2025,Q1 2025,Equipment,128549.6,124471.93,107124.67,107353.37,17118.56,13.75
FIN0002412,PRJ019,2025-01,2025-01-03,2025,Q1 2025,Subcontractor,85699.74,98486.19,71416.45,82401.59,16084.6,16.33
FIN0002413,PRJ019,2025-01,2025-01-03,2025,Q1 2025,Design & Engineering,42849.86,47336.08,35708.22,41749.35,5586.73,11.8
FIN0002414,PRJ019,2025-01,2025-01-03,2025,Q1 2025,Permits & Legal,25709.92,25685.12,21424.93,21573.49,4111.63,16.01
FIN0002415,PRJ019,2025-01,2025-01-03,2025,Q1 2025,Transportation,34279.9,37221.07,28566.58,31777.44,5443.63,14.63
FIN0002416,PRJ019,2025-01,2025-01-03,2025,Q1 2025,Overhead,25709.92,27519.96,21424.93,23291.34,4228.62,15.37
FIN0002417,PRJ019,2025-02,2025-02-02,2025,Q1 2025,Labor,293495.5,286035.61,244579.58,244542.78,41492.83,14.51
FIN0002418,PRJ019,2025-02,2025-02-02,2025,Q1 2025,Materials,335423.42,335046.42,279519.52,291345.13,43701.29,13.04
FIN0002419,PRJ019,2025-02,2025-02-02,2025,Q1 2025,Equipment,157229.74,150280.03,131024.78,132312.24,17967.79,11.96
FIN0002420,PRJ019,2025-02,2025-02-02,2025,Q1 2025,Subcontractor,104819.82,116384.62,87349.85,102333.59,14051.03,12.07
FIN0002421,PRJ019,2025-02,2025-02-02,2025,Q1 2025,Design & Engineering,52409.92,48989.98,43674.93,43010.35,5979.63,12.21
FIN0002422,PRJ019,2025-02,2025-02-02,2025,Q1 2025,Permits & Legal,31445.95,35896.36,26204.96,29455.54,6440.82,17.94
FIN0002423,PRJ019,2025-02,2025-02-02,2025,Q1 2025,Transportation,41927.93,42486.75,34939.94,37743.01,4743.74,11.17
FIN0002424,PRJ019,2025-02,2025-02-02,2025,Q1 2025,Overhead,31445.95,30706.22,26204.96,27025.34,3680.88,11.99
FIN0002425,PRJ019,2025-03,2025-03-04,2025,Q1 2025,Labor,200361.14,211679.89,166967.62,181905.43,29774.46,14.07
FIN0002426,PRJ019,2025-03,2025-03-04,2025,Q1 2025,Materials,228984.17,263867.5,190820.14,223209.11,40658.39,15.41
FIN0002427,PRJ019,2025-03,2025-03-04,2025,Q1 2025,Equipment,107336.33,112077.13,89446.94,96561.4,15515.73,13.84
FIN0002428,PRJ019,2025-03,2025-03-04,2025,Q1 2025,Subcontractor,71557.55,78202.55,59631.29,68213.98,9988.57,12.77
FIN0002429,PRJ019,2025-03,2025-03-04,2025,Q1 2025,Design & Engineering,35778.78,36021.83,29815.65,29102.71,6919.12,19.21
FIN0002430,PRJ019,2025-03,2025-03-04,2025,Q1 2025,Permits & Legal,21467.27,23102.66,17889.39,19013.31,4089.35,17.7
FIN0002431,PRJ019,2025-03,2025-03-04,2025,Q1 2025,Transportation,28623.02,30035.44,23852.52,23841.03,6194.41,20.62
FIN0002432,PRJ019,2025-03,2025-03-04,2025,Q1 2025,Overhead,21467.27,21644.11,17889.39,19074.34,2569.77,11.87
FIN0002433,PRJ019,2025-04,2025-04-03,2025,Q2 2025,Labor,221698.54,230423.89,184748.78,203572.51,26851.38,11.65
FIN0002434,PRJ019,2025-04,2025-04-03,2025,Q2 2025,Materials,253369.75,246295.36,211141.46,209419.27,36876.09,14.97
FIN0002435,PRJ019,2025-04,2025-04-03,2025,Q2 2025,Equipment,118767.07,122066.24,98972.56,107619.31,14446.93,11.84
FIN0002436,PRJ019,2025-04,2025-04-03,2025,Q2 2025,Subcontractor,79178.05,96107.47,65981.71,76463.93,19643.54,20.44
FIN0002437,PRJ019,2025-04,2025-04-03,2025,Q2 2025,Design & Engineering,39589.02,40419.35,32990.85,32167.46,8251.89,20.42
FIN0002438,PRJ019,2025-04,2025-04-03,2025,Q2 2025,Permits & Legal,23753.41,24617.81,19794.51,20458.67,4159.14,16.89
FIN0002439,PRJ019,2025-04,2025-04-03,2025,Q2 2025,Transportation,31671.22,35200.59,26392.68,30954.1,4246.49,12.06
FIN0002440,PRJ019,2025-04,2025-04-03,2025,Q2 2025,Overhead,23753.41,27570.57,19794.51,22570.56,5000.01,18.14
FIN0002441,PRJ019,2025-05,2025-05-03,2025,Q2 2025,Labor,199657.51,222615.68,166381.26,185286.31,37329.37,16.77
FIN0002442,PRJ019,2025-05,2025-05-03,2025,Q2 2025,Materials,228180.01,238554.29,190150.01,193863.2,44691.09,18.73
FIN0002443,PRJ019,2025-05,2025-05-03,2025,Q2 2025,Equipment,106959.38,115173.86,89132.82,97934.21,17239.65,14.97
FIN0002444,PRJ019,2025-05,2025-05-03,2025,Q2 2025,Subcontractor,71306.26,76069.04,59421.88,63157.02,12912.02,16.97
FIN0002445,PRJ019,2025-05,2025-05-03,2025,Q2 2025,Design & Engineering,35653.13,36971.93,29710.94,31125.49,5846.44,15.81
FIN0002446,PRJ019,2025-05,2025-05-03,2025,Q2 2025,Permits & Legal,21391.87,22337.44,17826.56,18197.21,4140.23,18.53
FIN0002447,PRJ019,2025-05,2025-05-03,2025,Q2 2025,Transportation,28522.5,27024.06,23768.75,23395.5,3628.56,13.43
FIN0002448,PRJ019,2025-05,2025-05-03,2025,Q2 2025,Overhead,21391.87,22986.22,17826.56,19028.77,3957.45,17.22
FIN0002449,PRJ020,2023-04,2023-04-30,2023,Q2 2023,Labor,64941.12,53911.33,57983.14,51366.04,2545.29,4.72
FIN0002450,PRJ020,2023-04,2023-04-30,2023,Q2 2023,Materials,74218.41,78522.86,66266.44,66766.02,11756.84,14.97
FIN0002451,PRJ020,2023-04,2023-04-30,2023,Q2 2023,Equipment,34789.89,33497.29,31062.4,29510.73,3986.56,11.9
FIN0002452,PRJ020,2023-04,2023-04-30,2023,Q2 2023,Subcontractor,23193.25,21129.82,20708.26,18747.48,2382.34,11.27
FIN0002453,PRJ020,2023-04,2023-04-30,2023,Q2 2023,Design & Engineering,11596.63,9729.71,10354.13,9260.11,469.6,4.83
FIN0002454,PRJ020,2023-04,2023-04-30,2023,Q2 2023,Permits & Legal,6957.98,7284.27,6212.48,6348.17,936.1,12.85
FIN0002455,PRJ020,2023-04,2023-04-30,2023,Q2 2023,Transportation,9277.31,9112.88,8283.31,8530.5,582.38,6.39
FIN0002456,PRJ020,2023-04,2023-04-30,2023,Q2 2023,Overhead,6957.98,6917.84,6212.48,6239.96,677.88,9.8
FIN0002457,PRJ020,2023-05,2023-05-30,2023,Q2 2023,Labor,73252.51,71524.61,65404.03,61640.33,9884.28,13.82
FIN0002458,PRJ020,2023-05,2023-05-30,2023,Q2 2023,Materials,83717.17,86123.1,74747.47,73398.62,12724.48,14.77
FIN0002459,PRJ020,2023-05,2023-05-30,2023,Q2 2023,Equipment,39242.43,33991.8,35037.88,30894.42,3097.38,9.11
FIN0002460,PRJ020,2023-05,2023-05-30,2023,Q2 2023,Subcontractor,26161.61,26917.35,23358.58,24611.09,2306.26,8.57
FIN0002461,PRJ020,2023-05,2023-05-30,2023,Q2 2023,Design & Engineering,13080.8,11955.28,11679.29,10941.17,1014.11,8.48
FIN0002462,PRJ020,2023-05,2023-05-30,2023,Q2 2023,Permits & Legal,7848.49,7064.16,7007.58,6762.55,301.61,4.27
FIN0002463,PRJ020,2023-05,2023-05-30,2023,Q2 2023,Transportation,10464.64,10668.13,9343.43,9193.09,1475.04,13.83
FIN0002464,PRJ020,2023-05,2023-05-30,2023,Q2 2023,Overhead,7848.49,7458.33,7007.58,6549.01,909.32,12.19
FIN0002465,PRJ020,2023-06,2023-06-29,2023,Q2 2023,Labor,85038.63,78067.87,75927.35,68468.5,9599.37,12.3
FIN0002466,PRJ020,2023-06,2023-06-29,2023,Q2 2023,Materials,97187.0,88867.19,86774.11,84209.28,4657.91,5.24
FIN0002467,PRJ020,2023-06,2023-06-29,2023,Q2 2023,Equipment,45556.4,46380.85,40675.36,40957.61,5423.24,11.69
FIN0002468,PRJ020,2023-06,2023-06-29,2023,Q2 2023,Subcontractor,30370.94,30645.85,27116.91,27359.69,3286.16,10.72
FIN0002469,PRJ020,2023-06,2023-06-29,2023,Q2 2023,Design & Engineering,15185.46,15222.47,13558.45,13127.24,2095.23,13.76
FIN0002470,PRJ020,2023-06,2023-06-29,2023,Q2 2023,Permits & Legal,9111.28,8676.31,8135.07,7925.06,751.25,8.66
FIN0002471,PRJ020,2023-06,2023-06-29,2023,Q2 2023,Transportation,12148.37,12395.9,10846.76,10541.43,1854.47,14.96
FIN0002472,PRJ020,2023-06,2023-06-29,2023,Q2 2023,Overhead,9111.28,8823.58,8135.07,8099.58,724.0,8.21
FIN0002473,PRJ020,2023-07,2023-07-29,2023,Q3 2023,Labor,109978.87,96149.79,98195.42,92102.74,4047.05,4.21
FIN0002474,PRJ020,2023-07,2023-07-29,2023,Q3 2023,Materials,125690.14,114846.2,112223.34,99247.41,15598.79,13.58
FIN0002475,PRJ020,2023-07,2023-07-29,2023,Q3 2023,Equipment,58917.25,56772.75,52604.69,49631.39,7141.36,12.58
FIN0002476,PRJ020,2023-07,2023-07-29,2023,Q3 2023,Subcontractor,39278.16,35980.87,35069.79,30890.49,5090.38,14.15
FIN0002477,PRJ020,2023-07,2023-07-29,2023,Q3 2023,Design & Engineering,19639.09,17403.63,17534.9,16517.8,885.83,5.09
FIN0002478,PRJ020,2023-07,2023-07-29,2023,Q3 2023,Permits & Legal,11783.45,10811.63,10520.94,9918.64,892.99,8.26
FIN0002479,PRJ020,2023-07,2023-07-29,2023,Q3 2023,Transportation,15711.27,14997.05,14027.92,13241.57,1755.48,11.71
FIN0002480,PRJ020,2023-07,2023-07-29,2023,Q3 2023,Overhead,11783.45,10989.56,10520.94,9718.98,1270.58,11.56
FIN0002481,PRJ020,2023-08,2023-08-28,2023,Q3 2023,Labor,90221.12,88972.41,80554.57,84802.66,4169.75,4.69
FIN0002482,PRJ020,2023-08,2023-08-28,2023,Q3 2023,Materials,103109.85,93582.17,92062.37,86071.31,7510.86,8.03
FIN0002483,PRJ020,2023-08,2023-08-28,2023,Q3 2023,Equipment,48332.74,41201.91,43154.23,37951.15,3250.76,7.89
FIN0002484,PRJ020,2023-08,2023-08-28,2023,Q3 2023,Subcontractor,32221.83,32238.03,28769.49,27770.54,4467.49,13.86
FIN0002485,PRJ020,2023-08,2023-08-28,2023,Q3 2023,Design & Engineering,16110.91,16542.67,14384.74,14185.14,2357.53,14.25
FIN0002486,PRJ020,2023-08,2023-08-28,2023,Q3 2023,Permits & Legal,9666.55,9105.02,8630.85,8004.88,1100.14,12.08
FIN0002487,PRJ020,2023-08,2023-08-28,2023,Q3 2023,Transportation,12888.74,13420.76,11507.8,11392.77,2027.99,15.11
FIN0002488,PRJ020,2023-08,2023-08-28,2023,Q3 2023,Overhead,9666.55,8966.75,8630.85,8191.49,775.26,8.65
FIN0002489,PRJ020,2023-09,2023-09-27,2023,Q3 2023,Labor,89195.77,86699.89,79639.08,82257.34,4442.55,5.12
FIN0002490,PRJ020,2023-09,2023-09-27,2023,Q3 2023,Materials,101938.02,99625.93,91016.09,91649.2,7976.73,8.01
FIN0002491,PRJ020,2023-09,2023-09-27,2023,Q3 2023,Equipment,47783.44,47638.37,42663.79,41529.88,6108.49,12.82
FIN0002492,PRJ020,2023-09,2023-09-27,2023,Q3 2023,Subcontractor,31855.63,30159.96,28442.53,26783.24,3376.72,11.2
FIN0002493,PRJ020,2023-09,2023-09-27,2023,Q3 2023,Design & Engineering,15927.81,14817.19,14221.26,13457.46,1359.73,9.18
FIN0002494,PRJ020,2023-09,2023-09-27,2023,Q3 2023,Permits & Legal,9556.69,9612.34,8532.76,8296.32,1316.02,13.69
FIN0002495,PRJ020,2023-09,2023-09-27,2023,Q3 2023,Transportation,12742.25,13549.37,11377.01,11704.17,1845.2,13.62
FIN0002496,PRJ020,2023-09,2023-09-27,2023,Q3 2023,Overhead,9556.69,9031.67,8532.76,8360.88,670.79,7.43
FIN0002497,PRJ020,2023-10,2023-10-27,2023,Q4 2023,Labor,62270.58,65184.36,55598.73,59459.38,5724.98,8.78
FIN0002498,PRJ020,2023-10,2023-10-27,2023,Q4 2023,Materials,71166.38,66843.41,63541.41,58429.33,8414.08,12.59
FIN0002499,PRJ020,2023-10,2023-10-27,2023,Q4 2023,Equipment,33359.24,30822.31,29785.04,26612.57,4209.74,13.66
FIN0002500,PRJ020,2023-10,2023-10-27,2023,Q4 2023,Subcontractor,22239.49,19299.7,19856.69,17752.44,1547.26,8.02
FIN0002501,PRJ020,2023-10,2023-10-27,2023,Q4 2023,Design & Engineering,11119.75,10165.76,9928.35,8823.17,1342.59,13.21
FIN0002502,PRJ020,2023-10,2023-10-27,2023,Q4 2023,Permits & Legal,6671.85,6166.82,5957.01,5766.81,400.01,6.49
FIN0002503,PRJ020,2023-10,2023-10-27,2023,Q4 2023,Transportation,8895.8,9258.11,7942.68,8184.22,1073.89,11.6
FIN0002504,PRJ020,2023-10,2023-10-27,2023,Q4 2023,Overhead,6671.85,6415.02,5957.01,5565.8,849.22,13.24
FIN0002505,PRJ020,2023-11,2023-11-26,2023,Q4 2023,Labor,82034.89,76713.72,73245.44,71828.6,4885.12,6.37
FIN0002506,PRJ020,2023-11,2023-11-26,2023,Q4 2023,Materials,93754.16,90028.06,83709.07,79847.86,10180.2,11.31
FIN0002507,PRJ020,2023-11,2023-11-26,2023,Q4 2023,Equipment,43947.27,43372.23,39238.63,37817.52,5554.71,12.81
FIN0002508,PRJ020,2023-11,2023-11-26,2023,Q4 2023,Subcontractor,29298.17,24839.02,26159.08,23824.01,1015.01,4.09
FIN0002509,PRJ020,2023-11,2023-11-26,2023,Q4 2023,Design & Engineering,14649.08,15371.44,13079.54,13242.34,2129.1,13.85
FIN0002510,PRJ020,2023-11,2023-11-26,2023,Q4 2023,Permits & Legal,8789.46,8293.48,7847.73,7752.27,541.21,6.53
FIN0002511,PRJ020,2023-11,2023-11-26,2023,Q4 2023,Transportation,11719.27,12721.13,10463.63,11120.75,1600.38,12.58
FIN0002512,PRJ020,2023-11,2023-11-26,2023,Q4 2023,Overhead,8789.46,8883.56,7847.73,7584.99,1298.57,14.62
FIN0002513,PRJ020,2023-12,2023-12-26,2023,Q4 2023,Labor,87153.62,88873.92,77815.73,77438.12,11435.8,12.87
FIN0002514,PRJ020,2023-12,2023-12-26,2023,Q4 2023,Materials,99604.14,95555.26,88932.27,85373.89,10181.37,10.65
FIN0002515,PRJ020,2023-12,2023-12-26,2023,Q4 2023,Equipment,46689.44,46288.75,41687.0,41584.77,4703.98,10.16
FIN0002516,PRJ020,2023-12,2023-12-26,2023,Q4 2023,Subcontractor,31126.29,27900.0,27791.33,26303.78,1596.22,5.72
FIN0002517,PRJ020,2023-12,2023-12-26,2023,Q4 2023,Design & Engineering,15563.15,14283.14,13895.67,12573.82,1709.32,11.97
FIN0002518,PRJ020,2023-12,2023-12-26,2023,Q4 2023,Permits & Legal,9337.89,8573.47,8337.4,7787.31,786.16,9.17
FIN0002519,PRJ020,2023-12,2023-12-26,2023,Q4 2023,Transportation,12450.51,12051.19,11116.53,10422.83,1628.36,13.51
FIN0002520,PRJ020,2023-12,2023-12-26,2023,Q4 2023,Overhead,9337.89,7911.91,8337.4,7404.7,507.21,6.41
FIN0002521,PRJ020,2024-01,2024-01-25,2024,Q1 2024,Labor,80984.97,84672.33,72308.01,74901.7,9770.63,11.54
FIN0002522,PRJ020,2024-01,2024-01-25,2024,Q1 2024,Materials,92554.26,85977.49,82637.73,76480.69,9496.8,11.05
FIN0002523,PRJ020,2024-01,2024-01-25,2024,Q1 2024,Equipment,43384.8,39043.44,38736.43,36976.52,2066.92,5.29
FIN0002524,PRJ020,2024-01,2024-01-25,2024,Q1 2024,Subcontractor,28923.2,25329.59,25824.29,23575.96,1753.63,6.92
FIN0002525,PRJ020,2024-01,2024-01-25,2024,Q1 2024,Design & Engineering,14461.6,14789.24,12912.14,13384.14,1405.1,9.5
FIN0002526,PRJ020,2024-01,2024-01-25,2024,Q1 2024,Permits & Legal,8676.96,8398.2,7747.29,7627.39,770.81,9.18
FIN0002527,PRJ020,2024-01,2024-01-25,2024,Q1 2024,Transportation,11569.29,10812.31,10329.72,10344.92,467.39,4.32
FIN0002528,PRJ020,2024-01,2024-01-25,2024,Q1 2024,Overhead,8676.96,7438.81,7747.29,7023.71,415.1,5.58
FIN0002529,PRJ020,2024-02,2024-02-24,2024,Q1 2024,Labor,73084.89,76242.05,65254.37,67338.91,8903.14,11.68
FIN0002530,PRJ020,2024-02,2024-02-24,2024,Q1 2024,Materials,83525.59,78664.93,74576.42,67852.44,10812.49,13.74
FIN0002531,PRJ020,2024-02,2024-02-24,2024,Q1 2024,Equipment,39152.62,41178.84,34957.7,37164.42,4014.42,9.75
FIN0002532,PRJ020,2024-02,2024-02-24,2024,Q1 2024,Subcontractor,26101.75,23782.53,23305.13,20496.14,3286.39,13.82
FIN0002533,PRJ020,2024-02,2024-02-24,2024,Q1 2024,Design & Engineering,13050.88,11684.32,11652.57,10393.23,1291.09,11.05
FIN0002534,PRJ020,2024-02,2024-02-24,2024,Q1 2024,Permits & Legal,7830.52,8514.08,6991.54,7301.45,1212.63,14.24
